Reaction	ReactionID	Compartment	Metabolite	MetName	StoiCoef
3-hydroxy-L-kynurenine hydrolase	r_0045	c_03	s_0222	3-hydroxy-L-kynurenine [cytoplasm]	-1.0
3-hydroxy-L-kynurenine hydrolase	r_0045	c_03	s_0803	H2O [cytoplasm]	-1.0
3-hydroxy-L-kynurenine hydrolase	r_0045	c_03	s_0224	3-hydroxyanthranilate [cytoplasm]	1.0
3-hydroxy-L-kynurenine hydrolase	r_0045	c_03	s_0955	L-alanine [cytoplasm]	1.0
3-hydroxy-L-kynurenine hydrolase	r_0045	c_03	e_0663	BNA5 [cytoplasm]
3-hydroxyacyl-CoA dehydrogenase (3-oxotetradecanoyl-CoA)	r_0057	c_15	s_0054	(R)-3-hydroxytetradecanoyl-CoA [peroxisome]	-1.0
3-hydroxyacyl-CoA dehydrogenase (3-oxotetradecanoyl-CoA)	r_0057	c_15	s_1202	NAD [peroxisome]	-1.0
3-hydroxyacyl-CoA dehydrogenase (3-oxotetradecanoyl-CoA)	r_0057	c_15	s_0257	3-oxotetradecanoyl-CoA [peroxisome]	1.0
3-hydroxyacyl-CoA dehydrogenase (3-oxotetradecanoyl-CoA)	r_0057	c_15	s_0801	H+ [peroxisome]	1.0
3-hydroxyacyl-CoA dehydrogenase (3-oxotetradecanoyl-CoA)	r_0057	c_15	s_1206	NADH [peroxisome]	1.0
3-hydroxyacyl-CoA dehydrogenase (3-oxotetradecanoyl-CoA)	r_0057	c_15	e_0598	FOX2 [peroxisome]
3-hydroxyanthranilate 3,4-dioxygenase	r_0058	c_03	s_0224	3-hydroxyanthranilate [cytoplasm]	-1.0
3-hydroxyanthranilate 3,4-dioxygenase	r_0058	c_03	s_1275	oxygen [cytoplasm]	-1.0
3-hydroxyanthranilate 3,4-dioxygenase	r_0058	c_03	s_0147	2-amino-3-carboxymuconate-6-semialdehyde [cytoplasm]	1.0
3-hydroxyanthranilate 3,4-dioxygenase	r_0058	c_03	s_0794	H+ [cytoplasm]	1.0
3-hydroxyanthranilate 3,4-dioxygenase	r_0058	c_03	e_0530	BNA1 [cytoplasm]
3-isopropylmalate 3-methyltransferase	r_0059	c_03	s_0009	(2R,3S)-3-isopropylmalate [cytoplasm]	-1.0
3-isopropylmalate 3-methyltransferase	r_0059	c_03	s_1416	S-adenosyl-L-methionine [cytoplasm]	-1.0
3-isopropylmalate 3-methyltransferase	r_0059	c_03	s_0217	3-hydroxy-2-isopropyl-4-methoxy-4-oxobutanoate [cytoplasm]	1.0
3-isopropylmalate 3-methyltransferase	r_0059	c_03	s_1413	S-adenosyl-L-homocysteine [cytoplasm]	1.0
3-isopropylmalate 3-methyltransferase	r_0059	c_03	e_0305	TMT1 [cytoplasm]
3-isopropylmalate dehydratase	r_0060	c_03	s_0009	(2R,3S)-3-isopropylmalate [cytoplasm]	-1.0
3-isopropylmalate dehydratase	r_0060	c_03	s_0165	2-isopropylmaleic acid [cytoplasm]	1.0
3-isopropylmalate dehydratase	r_0060	c_03	s_0803	H2O [cytoplasm]	1.0
3-isopropylmalate dehydratase	r_0060	c_03	e_0328	LEU1 [cytoplasm]
3-isopropylmalate dehydrogenase	r_0061	c_03	s_0009	(2R,3S)-3-isopropylmalate [cytoplasm]	-1.0
3-isopropylmalate dehydrogenase	r_0061	c_03	s_1198	NAD [cytoplasm]	-1.0
3-isopropylmalate dehydrogenase	r_0061	c_03	s_0010	(2S)-2-isopropyl-3-oxosuccinate [cytoplasm]	1.0
3-isopropylmalate dehydrogenase	r_0061	c_03	s_0794	H+ [cytoplasm]	1.0
3-isopropylmalate dehydrogenase	r_0061	c_03	s_1203	NADH [cytoplasm]	1.0
3-isopropylmalate dehydrogenase	r_0061	c_03	e_0101	LEU2 [cytoplasm]
3-methyl-2-oxobutanoate decarboxylase	r_0062	c_03	s_0232	3-methyl-2-oxobutanoate [cytoplasm]	-1.0
3-methyl-2-oxobutanoate decarboxylase	r_0062	c_03	s_0794	H+ [cytoplasm]	-1.0
3-methyl-2-oxobutanoate decarboxylase	r_0062	c_03	s_0456	carbon dioxide [cytoplasm]	1.0
3-methyl-2-oxobutanoate decarboxylase	r_0062	c_03	s_0937	isobutyraldehyde [cytoplasm]	1.0
3-methyl-2-oxobutanoate decarboxylase	r_0062	c_03	e_0370	PDC6 [cytoplasm]
3-methyl-2-oxobutanoate decarboxylase	r_0062	c_03	e_0636	PDC1 [cytoplasm]
3-methyl-2-oxobutanoate decarboxylase	r_0062	c_03	e_0647	PDC5 [cytoplasm]
3-methyl-2-oxobutanoate hydroxymethyltransferase	r_0063	c_11	s_0233	3-methyl-2-oxobutanoate [mitochondrion]	-1.0
3-methyl-2-oxobutanoate hydroxymethyltransferase	r_0063	c_11	s_0307	5,10-methylenetetrahydrofolate [mitochondrion]	-1.0
3-methyl-2-oxobutanoate hydroxymethyltransferase	r_0063	c_11	s_0807	H2O [mitochondrion]	-1.0
3-methyl-2-oxobutanoate hydroxymethyltransferase	r_0063	c_11	s_0150	2-dehydropantoate [mitochondrion]	1.0
3-methyl-2-oxobutanoate hydroxymethyltransferase	r_0063	c_11	s_1488	THF [mitochondrion]	1.0
3-methyl-2-oxobutanoate hydroxymethyltransferase	r_0063	c_11	e_0075	ECM31 [mitochondrion]
3-methyl-2-oxopentanoate decarboxylase	r_0064	c_03	s_0056	(S)-3-methyl-2-oxopentanoate [cytoplasm]	-1.0
3-methyl-2-oxopentanoate decarboxylase	r_0064	c_03	s_0794	H+ [cytoplasm]	-1.0
3-methyl-2-oxopentanoate decarboxylase	r_0064	c_03	s_0166	2-methylbutanal [cytoplasm]	1.0
3-methyl-2-oxopentanoate decarboxylase	r_0064	c_03	s_0456	carbon dioxide [cytoplasm]	1.0
3-methyl-2-oxopentanoate decarboxylase	r_0064	c_03	e_0370	PDC6 [cytoplasm]
3-methyl-2-oxopentanoate decarboxylase	r_0064	c_03	e_0636	PDC1 [cytoplasm]
3-methyl-2-oxopentanoate decarboxylase	r_0064	c_03	e_0138	THI3 [cytoplasm]
3-methyl-2-oxopentanoate decarboxylase	r_0064	c_03	e_0647	PDC5 [cytoplasm]
3-phosphoshikimate 1-carboxyvinyltransferase	r_0065	c_03	s_0261	3-phosphoshikimic acid [cytoplasm]	-1.0
3-phosphoshikimate 1-carboxyvinyltransferase	r_0065	c_03	s_1360	phosphoenolpyruvate [cytoplasm]	-1.0
3-phosphoshikimate 1-carboxyvinyltransferase	r_0065	c_03	s_0324	5-O-(1-carboxyvinyl)-3-phosphoshikimic acid [cytoplasm]	1.0
3-phosphoshikimate 1-carboxyvinyltransferase	r_0065	c_03	s_1322	phosphate [cytoplasm]	1.0
3-phosphoshikimate 1-carboxyvinyltransferase	r_0065	c_03	e_0182	ARO1 [cytoplasm]
4-amino-4-deoxychorismate synthase	r_0066	c_03	s_0515	chorismate [cytoplasm]	-1.0
4-amino-4-deoxychorismate synthase	r_0066	c_03	s_0999	L-glutamine [cytoplasm]	-1.0
4-amino-4-deoxychorismate synthase	r_0066	c_03	s_0269	4-amino-4-deoxychorismate [cytoplasm]	1.0
4-amino-4-deoxychorismate synthase	r_0066	c_03	s_0991	L-glutamate [cytoplasm]	1.0
4-amino-4-deoxychorismate synthase	r_0066	c_03	e_0810	ABZ1 [cytoplasm]
4-aminobenzoate synthase	r_0067	c_03	s_0269	4-amino-4-deoxychorismate [cytoplasm]	-1.0
4-aminobenzoate synthase	r_0067	c_03	s_0271	4-aminobenzoate [cytoplasm]	1.0
4-aminobenzoate synthase	r_0067	c_03	s_0794	H+ [cytoplasm]	1.0
4-aminobenzoate synthase	r_0067	c_03	s_1399	pyruvate [cytoplasm]	1.0
4-aminobenzoate synthase	r_0067	c_03	e_0759	ABZ2 [cytoplasm]
4-aminobutyrate transaminase	r_0068	c_03	s_0180	2-oxoglutarate [cytoplasm]	-1.0
4-aminobutyrate transaminase	r_0068	c_03	s_0734	gamma-aminobutyrate [cytoplasm]	-1.0
4-aminobutyrate transaminase	r_0068	c_03	s_0991	L-glutamate [cytoplasm]	1.0
4-aminobutyrate transaminase	r_0068	c_03	s_1461	succinic semialdehyde [cytoplasm]	1.0
4-aminobutyrate transaminase	r_0068	c_03	e_0361	UGA1 [cytoplasm]
4-hydroxy-L-threonine synthase	r_0069	c_03	s_0264	4-(phosphonooxy)-L-threonine [cytoplasm]	-1.0
4-hydroxy-L-threonine synthase	r_0069	c_03	s_0803	H2O [cytoplasm]	-1.0
4-hydroxy-L-threonine synthase	r_0069	c_03	s_0285	4-hydroxy-L-threonine [cytoplasm]	1.0
4-hydroxy-L-threonine synthase	r_0069	c_03	s_1322	phosphate [cytoplasm]	1.0
4-hydroxy-L-threonine synthase	r_0069	c_03	e_0122	THR4 [cytoplasm]
4-hydroxybenzoate formation	r_0070	c_11	s_0290	4-hydroxybenzoyl-CoA [mitochondrion]	-1.0
4-hydroxybenzoate formation	r_0070	c_11	s_0807	H2O [mitochondrion]	-1.0
4-hydroxybenzoate formation	r_0070	c_11	s_0287	4-hydroxybenzoate [mitochondrion]	1.0
4-hydroxybenzoate formation	r_0070	c_11	s_0532	coenzyme A [mitochondrion]	1.0
4-hydroxybenzoate formation	r_0070	c_11	s_0799	H+ [mitochondrion]	1.0
4-methyl-2-oxopentanoate decarboxylase	r_0072	c_03	s_0291	4-methyl-2-oxopentanoate [cytoplasm]	-1.0
4-methyl-2-oxopentanoate decarboxylase	r_0072	c_03	s_0794	H+ [cytoplasm]	-1.0
4-methyl-2-oxopentanoate decarboxylase	r_0072	c_03	s_0234	3-methylbutanal [cytoplasm]	1.0
4-methyl-2-oxopentanoate decarboxylase	r_0072	c_03	s_0456	carbon dioxide [cytoplasm]	1.0
4-methyl-2-oxopentanoate decarboxylase	r_0072	c_03	e_0138	THI3 [cytoplasm]
4PP-IP5 depyrophosphorylation to IP6	r_0073	c_03	s_0279	4-diphospho-1D-myo-inositol pentakisphosphate [cytoplasm]	-1.0
4PP-IP5 depyrophosphorylation to IP6	r_0073	c_03	s_0803	H2O [cytoplasm]	-1.0
4PP-IP5 depyrophosphorylation to IP6	r_0073	c_03	s_0794	H+ [cytoplasm]	2.0
4PP-IP5 depyrophosphorylation to IP6	r_0073	c_03	s_1158	myo-inositol hexakisphosphate [cytoplasm]	1.0
4PP-IP5 depyrophosphorylation to IP6	r_0073	c_03	s_1322	phosphate [cytoplasm]	1.0
4PP-IP5 depyrophosphorylation to IP6	r_0073	c_03	e_0691	VIP1 [cytoplasm]
4PP-IP5 depyrophosphorylation to IP6	r_0073	c_03	e_0866	DDP1 [cytoplasm]
4PP-IP5 pyrophosphorylation to 4,5-PP2-IP4	r_0074	c_03	s_0279	4-diphospho-1D-myo-inositol pentakisphosphate [cytoplasm]	-1.0
4PP-IP5 pyrophosphorylation to 4,5-PP2-IP4	r_0074	c_03	s_0434	ATP [cytoplasm]	-1.0
4PP-IP5 pyrophosphorylation to 4,5-PP2-IP4	r_0074	c_03	s_0794	H+ [cytoplasm]	-2.0
4PP-IP5 pyrophosphorylation to 4,5-PP2-IP4	r_0074	c_03	s_0263	4,5-bis(diphospho)-1D-myo-inositol tetrakisphosphate [cytoplasm]	1.0
4PP-IP5 pyrophosphorylation to 4,5-PP2-IP4	r_0074	c_03	s_0394	ADP [cytoplasm]	1.0
4PP-IP5 pyrophosphorylation to 4,5-PP2-IP4	r_0074	c_03	s_0803	H2O [cytoplasm]	1.0
4PP-IP5 pyrophosphorylation to 4,5-PP2-IP4	r_0074	c_03	e_0166	KCS1 [cytoplasm]
5'-methylthioadenosine phosphorylase	r_0075	c_03	s_0303	5'-S-methyl-5'-thioadenosine [cytoplasm]	-1.0
5'-methylthioadenosine phosphorylase	r_0075	c_03	s_1322	phosphate [cytoplasm]	-1.0
5'-methylthioadenosine phosphorylase	r_0075	c_03	s_0383	adenine [cytoplasm]	1.0
5'-methylthioadenosine phosphorylase	r_0075	c_03	s_1422	S-methyl-5-thio-alpha-D-ribose 1-phosphate [cytoplasm]	1.0
5'-methylthioadenosine phosphorylase	r_0075	c_03	e_0627	MEU1 [cytoplasm]
5'-nucleotidase (CMP)	r_0076	c_03	s_0526	CMP [cytoplasm]	-1.0
5'-nucleotidase (CMP)	r_0076	c_03	s_0803	H2O [cytoplasm]	-1.0
5'-nucleotidase (CMP)	r_0076	c_03	s_0543	cytidine [cytoplasm]	1.0
5'-nucleotidase (CMP)	r_0076	c_03	s_1322	phosphate [cytoplasm]	1.0
5'-nucleotidase (CMP)	r_0076	c_03	e_0350	SDT1 [cytoplasm]
5'-nucleotidase (IMP)	r_0077	c_03	s_0803	H2O [cytoplasm]	-1.0
5'-nucleotidase (IMP)	r_0077	c_03	s_0849	IMP [cytoplasm]	-1.0
5'-nucleotidase (IMP)	r_0077	c_03	s_0856	inosine [cytoplasm]	1.0
5'-nucleotidase (IMP)	r_0077	c_03	s_1322	phosphate [cytoplasm]	1.0
5'-nucleotidase (IMP)	r_0077	c_03	e_0865	ISN1 [cytoplasm]
5'-nucleotidase (UMP)	r_0078	c_03	s_0803	H2O [cytoplasm]	-1.0
5'-nucleotidase (UMP)	r_0078	c_03	s_1545	UMP [cytoplasm]	-1.0
5'-nucleotidase (UMP)	r_0078	c_03	s_1322	phosphate [cytoplasm]	1.0
5'-nucleotidase (UMP)	r_0078	c_03	s_1556	uridine [cytoplasm]	1.0
5'-nucleotidase (UMP)	r_0078	c_03	e_0350	SDT1 [cytoplasm]
5'-phosphoribosylformyl glycinamidine synthetase	r_0079	c_03	s_0301	5'-phosphoribosyl-N-formylglycineamide [cytoplasm]	-1.0
5'-phosphoribosylformyl glycinamidine synthetase	r_0079	c_03	s_0434	ATP [cytoplasm]	-1.0
5'-phosphoribosylformyl glycinamidine synthetase	r_0079	c_03	s_0803	H2O [cytoplasm]	-1.0
5'-phosphoribosylformyl glycinamidine synthetase	r_0079	c_03	s_0999	L-glutamine [cytoplasm]	-1.0
5'-phosphoribosylformyl glycinamidine synthetase	r_0079	c_03	s_0302	5'-phosphoribosyl-N-formylglycineamidine [cytoplasm]	1.0
5'-phosphoribosylformyl glycinamidine synthetase	r_0079	c_03	s_0394	ADP [cytoplasm]	1.0
5'-phosphoribosylformyl glycinamidine synthetase	r_0079	c_03	s_0794	H+ [cytoplasm]	1.0
5'-phosphoribosylformyl glycinamidine synthetase	r_0079	c_03	s_0991	L-glutamate [cytoplasm]	1.0
5'-phosphoribosylformyl glycinamidine synthetase	r_0079	c_03	s_1322	phosphate [cytoplasm]	1.0
5'-phosphoribosylformyl glycinamidine synthetase	r_0079	c_03	e_0368	ADE6 [cytoplasm]
5,10-methylenetetrahydrofolate reductase (NADPH)	r_0080	c_03	s_0306	5,10-methylenetetrahydrofolate [cytoplasm]	-1.0
5,10-methylenetetrahydrofolate reductase (NADPH)	r_0080	c_03	s_0794	H+ [cytoplasm]	-2.0
5,10-methylenetetrahydrofolate reductase (NADPH)	r_0080	c_03	s_1212	NADPH [cytoplasm]	-1.0
5,10-methylenetetrahydrofolate reductase (NADPH)	r_0080	c_03	s_0322	5-methyltetrahydrofolate [cytoplasm]	1.0
5,10-methylenetetrahydrofolate reductase (NADPH)	r_0080	c_03	s_1207	NADP(+) [cytoplasm]	1.0
5,10-methylenetetrahydrofolate reductase (NADPH)	r_0080	c_03	e_0340	MET13 [cytoplasm]
5,10-methylenetetrahydrofolate reductase (NADPH)	r_0080	c_03	e_0903	MET12 [cytoplasm]
5-aminolevulinate synthase	r_0081	c_11	s_0799	H+ [mitochondrion]	-1.0
5-aminolevulinate synthase	r_0081	c_11	s_1005	L-glycine [mitochondrion]	-1.0
5-aminolevulinate synthase	r_0081	c_11	s_1464	succinyl-CoA [mitochondrion]	-1.0
5-aminolevulinate synthase	r_0081	c_11	s_0317	5-aminolevulinate [mitochondrion]	1.0
5-aminolevulinate synthase	r_0081	c_11	s_0460	carbon dioxide [mitochondrion]	1.0
5-aminolevulinate synthase	r_0081	c_11	s_0532	coenzyme A [mitochondrion]	1.0
5-aminolevulinate synthase	r_0081	c_11	e_0195	HEM1 [mitochondrion]
5-diphosphoinositol-1,2,3,4,6-pentakisphosphate diphosphohydrolase	r_0082	c_03	s_0318	5-diphospho-1D-myo-inositol pentakisphosphate [cytoplasm]	-1.0
5-diphosphoinositol-1,2,3,4,6-pentakisphosphate diphosphohydrolase	r_0082	c_03	s_0803	H2O [cytoplasm]	-1.0
5-diphosphoinositol-1,2,3,4,6-pentakisphosphate diphosphohydrolase	r_0082	c_03	s_0794	H+ [cytoplasm]	2.0
5-diphosphoinositol-1,2,3,4,6-pentakisphosphate diphosphohydrolase	r_0082	c_03	s_1158	myo-inositol hexakisphosphate [cytoplasm]	1.0
5-diphosphoinositol-1,2,3,4,6-pentakisphosphate diphosphohydrolase	r_0082	c_03	s_1322	phosphate [cytoplasm]	1.0
5-diphosphoinositol-1,2,3,4,6-pentakisphosphate diphosphohydrolase	r_0082	c_03	e_0866	DDP1 [cytoplasm]
5-diphosphoinositol-1,2,3,4,6-pentakisphosphate synthase	r_0083	c_03	s_0434	ATP [cytoplasm]	-1.0
5-diphosphoinositol-1,2,3,4,6-pentakisphosphate synthase	r_0083	c_03	s_0794	H+ [cytoplasm]	-1.0
5-diphosphoinositol-1,2,3,4,6-pentakisphosphate synthase	r_0083	c_03	s_1158	myo-inositol hexakisphosphate [cytoplasm]	-1.0
5-diphosphoinositol-1,2,3,4,6-pentakisphosphate synthase	r_0083	c_03	s_0318	5-diphospho-1D-myo-inositol pentakisphosphate [cytoplasm]	1.0
5-diphosphoinositol-1,2,3,4,6-pentakisphosphate synthase	r_0083	c_03	s_0394	ADP [cytoplasm]	1.0
5-diphosphoinositol-1,2,3,4,6-pentakisphosphate synthase	r_0083	c_03	e_0166	KCS1 [cytoplasm]
5-formethyltetrahydrofolate cyclo-ligase	r_0084	c_03	s_0319	5-formyltetrahydrofolic acid [cytoplasm]	-1.0
5-formethyltetrahydrofolate cyclo-ligase	r_0084	c_03	s_0434	ATP [cytoplasm]	-1.0
5-formethyltetrahydrofolate cyclo-ligase	r_0084	c_03	s_0304	5,10-methenyl-THF [cytoplasm]	1.0
5-formethyltetrahydrofolate cyclo-ligase	r_0084	c_03	s_0394	ADP [cytoplasm]	1.0
5-formethyltetrahydrofolate cyclo-ligase	r_0084	c_03	s_1322	phosphate [cytoplasm]	1.0
5-formethyltetrahydrofolate cyclo-ligase	r_0084	c_03	e_0307	FAU1 [cytoplasm]
5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase	r_0085	c_03	s_0323	5-methyltetrahydropteroyltri-L-glutamic acid [cytoplasm]	-1.0
5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase	r_0085	c_03	s_1012	L-homocysteine [cytoplasm]	-1.0
5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase	r_0085	c_03	s_1029	L-methionine [cytoplasm]	1.0
5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase	r_0085	c_03	s_1486	tetrahydropteroyltri-L-glutamic acid [cytoplasm]	1.0
5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase	r_0085	c_03	e_0298	MET6 [cytoplasm]
5-methylthio-5-deoxy-D-ribulose 1-phosphate dehydratase	r_0086	c_03	s_1423	S-methyl-5-thio-D-ribulose 1-phosphate [cytoplasm]	-1.0
5-methylthio-5-deoxy-D-ribulose 1-phosphate dehydratase	r_0086	c_03	s_0311	5-(methylsulfanyl)-2,3-dioxopentyl phosphate [cytoplasm]	1.0
5-methylthio-5-deoxy-D-ribulose 1-phosphate dehydratase	r_0086	c_03	s_0803	H2O [cytoplasm]	1.0
5-methylthioribose-1-phosphate isomerase	r_0087	c_03	s_1422	S-methyl-5-thio-alpha-D-ribose 1-phosphate [cytoplasm]	-1.0
5-methylthioribose-1-phosphate isomerase	r_0087	c_03	s_1423	S-methyl-5-thio-D-ribulose 1-phosphate [cytoplasm]	1.0
5PP-IP5 pyrophosphorylation to 4,5-PP2-IP4	r_0088	c_03	s_0318	5-diphospho-1D-myo-inositol pentakisphosphate [cytoplasm]	-1.0
5PP-IP5 pyrophosphorylation to 4,5-PP2-IP4	r_0088	c_03	s_0794	H+ [cytoplasm]	-2.0
5PP-IP5 pyrophosphorylation to 4,5-PP2-IP4	r_0088	c_03	s_1322	phosphate [cytoplasm]	-1.0
5PP-IP5 pyrophosphorylation to 4,5-PP2-IP4	r_0088	c_03	s_0263	4,5-bis(diphospho)-1D-myo-inositol tetrakisphosphate [cytoplasm]	1.0
5PP-IP5 pyrophosphorylation to 4,5-PP2-IP4	r_0088	c_03	s_0803	H2O [cytoplasm]	1.0
5PP-IP5 pyrophosphorylation to 4,5-PP2-IP4	r_0088	c_03	e_0691	VIP1 [cytoplasm]
5PP-IP5 pyrophosphorylation to 5,6-PP2-IP4	r_0089	c_03	s_0318	5-diphospho-1D-myo-inositol pentakisphosphate [cytoplasm]	-1.0
5PP-IP5 pyrophosphorylation to 5,6-PP2-IP4	r_0089	c_03	s_0794	H+ [cytoplasm]	-2.0
5PP-IP5 pyrophosphorylation to 5,6-PP2-IP4	r_0089	c_03	s_1322	phosphate [cytoplasm]	-1.0
5PP-IP5 pyrophosphorylation to 5,6-PP2-IP4	r_0089	c_03	s_0309	5,6-bis(diphospho)-1D-myo-inositol tetrakisphosphate [cytoplasm]	1.0
5PP-IP5 pyrophosphorylation to 5,6-PP2-IP4	r_0089	c_03	s_0803	H2O [cytoplasm]	1.0
5PP-IP5 pyrophosphorylation to 5,6-PP2-IP4	r_0089	c_03	e_0691	VIP1 [cytoplasm]
6-phosphofructo-2-kinase	r_0090	c_03	s_0434	ATP [cytoplasm]	-1.0
6-phosphofructo-2-kinase	r_0090	c_03	s_0557	D-fructose 6-phosphate [cytoplasm]	-1.0
6-phosphofructo-2-kinase	r_0090	c_03	s_0394	ADP [cytoplasm]	1.0
6-phosphofructo-2-kinase	r_0090	c_03	s_0442	beta-D-fructose 2,6-bisphosphate [cytoplasm]	1.0
6-phosphofructo-2-kinase	r_0090	c_03	s_0794	H+ [cytoplasm]	1.0
6-phosphofructo-2-kinase	r_0090	c_03	e_0474	PFK26 [cytoplasm]
6-phosphofructo-2-kinase	r_0090	c_03	e_0839	PFK27 [cytoplasm]
6-phosphogluconolactonase	r_0091	c_03	s_0335	6-O-phosphono-D-glucono-1,5-lactone [cytoplasm]	-1.0
6-phosphogluconolactonase	r_0091	c_03	s_0803	H2O [cytoplasm]	-1.0
6-phosphogluconolactonase	r_0091	c_03	s_0340	6-phospho-D-gluconate [cytoplasm]	1.0
6-phosphogluconolactonase	r_0091	c_03	s_0794	H+ [cytoplasm]	1.0
6-phosphogluconolactonase	r_0091	c_03	e_0453	SOL3 [cytoplasm]
6-phosphogluconolactonase	r_0091	c_03	e_0404	SOL4 [cytoplasm]
6PP-IP5 depyrophosphorylation to IP6	r_0092	c_03	s_0333	6-diphospho-1D-myo-inositol pentakisphosphate [cytoplasm]	-1.0
6PP-IP5 depyrophosphorylation to IP6	r_0092	c_03	s_0803	H2O [cytoplasm]	-1.0
6PP-IP5 depyrophosphorylation to IP6	r_0092	c_03	s_0794	H+ [cytoplasm]	2.0
6PP-IP5 depyrophosphorylation to IP6	r_0092	c_03	s_1158	myo-inositol hexakisphosphate [cytoplasm]	1.0
6PP-IP5 depyrophosphorylation to IP6	r_0092	c_03	s_1322	phosphate [cytoplasm]	1.0
6PP-IP5 depyrophosphorylation to IP6	r_0092	c_03	e_0691	VIP1 [cytoplasm]
6PP-IP5 depyrophosphorylation to IP6	r_0092	c_03	e_0866	DDP1 [cytoplasm]
6PP-IP5 pyrophosphorylation to 5,6-PP2-IP4	r_0093	c_03	s_0333	6-diphospho-1D-myo-inositol pentakisphosphate [cytoplasm]	-1.0
6PP-IP5 pyrophosphorylation to 5,6-PP2-IP4	r_0093	c_03	s_0434	ATP [cytoplasm]	-1.0
6PP-IP5 pyrophosphorylation to 5,6-PP2-IP4	r_0093	c_03	s_0794	H+ [cytoplasm]	-2.0
6PP-IP5 pyrophosphorylation to 5,6-PP2-IP4	r_0093	c_03	s_0309	5,6-bis(diphospho)-1D-myo-inositol tetrakisphosphate [cytoplasm]	1.0
6PP-IP5 pyrophosphorylation to 5,6-PP2-IP4	r_0093	c_03	s_0394	ADP [cytoplasm]	1.0
6PP-IP5 pyrophosphorylation to 5,6-PP2-IP4	r_0093	c_03	s_0803	H2O [cytoplasm]	1.0
6PP-IP5 pyrophosphorylation to 5,6-PP2-IP4	r_0093	c_03	e_0166	KCS1 [cytoplasm]
8-amino-7-oxononanoate synthase	r_0094	c_03	s_0955	L-alanine [cytoplasm]	-1.0
8-amino-7-oxononanoate synthase	r_0094	c_03	s_1368	pimeloyl-CoA [cytoplasm]	-1.0
8-amino-7-oxononanoate synthase	r_0094	c_03	s_0352	8-amino-7-oxononanoate [cytoplasm]	1.0
8-amino-7-oxononanoate synthase	r_0094	c_03	s_0456	carbon dioxide [cytoplasm]	1.0
8-amino-7-oxononanoate synthase	r_0094	c_03	s_0529	coenzyme A [cytoplasm]	1.0
8-amino-7-oxononanoate synthase	r_0094	c_03	s_0794	H+ [cytoplasm]	4.0
acetaldehyde condensation	r_0095	c_03	s_0359	acetaldehyde [cytoplasm]	-2.0
acetaldehyde condensation	r_0095	c_03	s_0020	(R)-acetoin [cytoplasm]	1.0
acetaldehyde condensation	r_0095	c_03	e_0370	PDC6 [cytoplasm]
acetaldehyde condensation	r_0095	c_03	e_0636	PDC1 [cytoplasm]
acetaldehyde condensation	r_0095	c_03	e_0647	PDC5 [cytoplasm]
acetohydroxy acid isomeroreductase	r_0096	c_11	s_0146	2-acetyllactic acid [mitochondrion]	-1.0
acetohydroxy acid isomeroreductase	r_0096	c_11	s_0799	H+ [mitochondrion]	-1.0
acetohydroxy acid isomeroreductase	r_0096	c_11	s_1214	NADPH [mitochondrion]	-1.0
acetohydroxy acid isomeroreductase	r_0096	c_11	s_0016	(R)-2,3-dihydroxy-3-methylbutanoate [mitochondrion]	1.0
acetohydroxy acid isomeroreductase	r_0096	c_11	s_1210	NADP(+) [mitochondrion]	1.0
acetohydroxy acid isomeroreductase	r_0096	c_11	e_0685	ILV5 [mitochondrion]
acetolactate synthase	r_0097	c_11	s_0799	H+ [mitochondrion]	-1.0
acetolactate synthase	r_0097	c_11	s_1401	pyruvate [mitochondrion]	-2.0
acetolactate synthase	r_0097	c_11	s_0146	2-acetyllactic acid [mitochondrion]	1.0
acetolactate synthase	r_0097	c_11	s_0460	carbon dioxide [mitochondrion]	1.0
acetolactate synthase	r_0097	c_11	e_0734	ILV2 [mitochondrion]
acetolactate synthase	r_0097	c_11	e_0100	ILV6 [mitochondrion]
acetyl-CoA ACP transacylase	r_0099	c_11	s_0376	acetyl-CoA [mitochondrion]	-1.0
acetyl-CoA ACP transacylase	r_0099	c_11	s_1845	ACP1 [mitochondrion]	-1.0
acetyl-CoA ACP transacylase	r_0099	c_11	s_0372	acetyl-ACP [mitochondrion]	1.0
acetyl-CoA ACP transacylase	r_0099	c_11	s_0532	coenzyme A [mitochondrion]	1.0
acetyl-CoA ACP transacylase	r_0099	c_11	s_1845	ACP1 [mitochondrion]
acetyl-CoA C-acyltransferase (palmitoyl-CoA)	r_0100	c_15	s_0250	3-oxooctadecanoyl-CoA [peroxisome]	-1.0
acetyl-CoA C-acyltransferase (palmitoyl-CoA)	r_0100	c_15	s_0534	coenzyme A [peroxisome]	-1.0
acetyl-CoA C-acyltransferase (palmitoyl-CoA)	r_0100	c_15	s_0378	acetyl-CoA [peroxisome]	1.0
acetyl-CoA C-acyltransferase (palmitoyl-CoA)	r_0100	c_15	s_1305	palmitoyl-CoA [peroxisome]	1.0
acetyl-CoA C-acyltransferase (palmitoyl-CoA)	r_0100	c_15	e_0481	POT1 [peroxisome]
